Date,Category,Rejected Cat 1,Rejected Cat 2,Puzzle,Letters,Prize,Win?,Notes,Season
"January 9, 2003",People,NA,NA,CHAMPIONS,D P M I,Saab 9-3,Yes,NA,20
"January 10, 2003",Thing,NA,NA,PLAYBOOK,M D B I,Saab 9-3,No,NA,20
"January 13, 2003",On the Map,NA,NA,WICHITA,M C D A,Lincoln Navigator,Yes,NA,20
"January 14, 2003",Living Thing,NA,NA,DRAGONFLY,C Y M A,"$100,000",No,NA,20
"January 15, 2003",Phrase,NA,NA,I'M NOT BUDGING,C D G I,Lincoln Navigator,Yes,NA,20
"January 16, 2003",Things,NA,NA,BANKING HOURS,D M C A,Lincoln Navigator,No,NA,20
"January 17, 2003",Thing,NA,NA,SKETCHPAD,P B M O,"$35,000",No,NA,20
"January 20, 2003",Person,NA,NA,BODYGUARD,K D Y O,Acura MDX,Yes,NA,20
"January 21, 2003",On the Map,NA,NA,WINNIPEG,C P H I,"$50,000",No,NA,20
"January 22, 2003",Things,NA,NA,PLAID PAJAMAS,G K B O,Nissan 350Z,No,NA,20
"January 23, 2003",Living Thing,NA,NA,BLACKBIRD,B D H I,"$25,000",Yes,NA,20
"January 24, 2003",Phrase,NA,NA,IT WAS A FLUKE,K B M O,"$25,000",No,NA,20
"January 27, 2003",Thing,NA,NA,CURFEW,C H M A,"$25,000",No,NA,20
"January 28, 2003",Thing,NA,NA,HOMEWORK,C H I M,"$25,000",No,NA,20
"January 29, 2003",Phrase,NA,NA,ABOVE AND BEYOND,D M C A,"$25,000",No,NA,20
"January 30, 2003",Thing,NA,NA,YEARBOOK,P M D A,"$25,000",No,NA,20
"January 31, 2003",Around the House,NA,NA,BATHROBE,C F B A,"$35,000",Yes,NA,20
"February 3, 2003",Thing,NA,NA,SNOWPLOW,P M W O,Chevy Impala,Yes,NA,20
"February 4, 2003",Living Things,NA,NA,WOODCHUCKS,M H D O,Chevrolet Avalanche,Yes,NA,20
"February 5, 2003",Phrase,NA,NA,HOLD THE MAYO,M D H A,"$25,000",Yes,NA,20
"February 6, 2003",Things,NA,NA,FORK & KNIFE,F P M I,Chevy Impala,Yes,NA,20
"February 7, 2003",Thing,NA,NA,FOGHORN,B G H O,"$25,000",Yes,NA,20
"February 10, 2003",Thing,NA,NA,SOUP MUG,H D P O,"$30,000",Yes,NA,20
"February 11, 2003",Phrase,NA,NA,WE HIT IT OFF,B H D A,"$25,000",No,NA,20
"February 12, 2003",Phrase,NA,NA,PUPPY LOVE,A C D M,"$25,000",No,NA,20
"February 13, 2003",Living Things,NA,NA,SHRUBS,C B H U,Mercedes SLK,Yes,NA,20
"February 14, 2003",Thing,NA,NA,WIDOW'S PEAK,C D H A,"$25,000",No,NA,20
"February 17, 2003",Person,NA,NA,BOOKWORM,M F C A,"$25,000",Yes,NA,20
"February 18, 2003",Phrase,NA,NA,TWO OF A KIND,H P G O,"$25,000",Yes,NA,20
"February 19, 2003",Thing,NA,NA,DRAWBRIDGE,C M D O,"$35,000",No,NA,20
"February 20, 2003",Things,NA,NA,PARKA & GLOVES,C D M O,"$25,000",No,NA,20
"February 21, 2003",Fictional Characters,NA,NA,PLUTO & GOOFY,A C H P,"$100,000",No,NA,20
"February 24, 2003",Phrase,NA,NA,TAKE A BOW,C D M A,"$25,000",No,NA,20
"February 25, 2003",Event,NA,NA,WALKING THE DOG,P C H I,"$35,000",No,NA,20
"February 26, 2003",Thing,NA,NA,CROWBAR,G H C A,"$35,000",Yes,NA,20
"February 27, 2003",Phrase,NA,NA,MAKING WAVES,M F C A,"$35,000",Yes,NA,20
"February 28, 2003",Things,NA,NA,PIANO KEYS,B M F A,"$25,000",No,NA,20
"March 3, 2003",Occupation,NA,NA,BROKER,D B P I,"$40,000",Yes,NA,20
"March 4, 2003",Things,NA,NA,CHUBBY CHEEKS,C H M A,"$25,000",Yes,NA,20
"March 5, 2003",Around the House,NA,NA,DOORKNOB,D C B A,Pair of Infiniti G35s,Yes,NA,20
"March 6, 2003",Thing,NA,NA,CHURCH HYMN,B C G A,"$30,000",No,NA,20
"March 7, 2003",On the Map,NA,NA,FAIRBANKS,C M D O,"$50,000",No,NA,20
"March 10, 2003",Phrase,NA,NA,FULL OF MISCHIEF,H P G O,Lexus RX300,No,NA,20
"March 11, 2003",Thing,NA,NA,BEAUTY MARK,P H D A,"$50,000",No,NA,20
"March 12, 2003",Phrase,NA,NA,SHRINK-WRAPPED,P G D I,"$50,000",No,NA,20
"March 13, 2003",Thing,NA,NA,TAPIOCA PUDDING,C D P A,"$30,000",Yes,NA,20
"March 14, 2003",Place,NA,NA,BABY'S ROOM,C D P A,"$30,000",No,NA,20
"March 17, 2003",Fictional Characters,NA,NA,GUMBY & POKEY,D G M A,"$25,000",Yes,NA,20
"March 18, 2003",Thing,NA,NA,KEYBOARD,D C M A,"$25,000",No,NA,20
"March 19, 2003",Things,NA,NA,HUBCAPS,B G P A,"$40,000",Yes,NA,20
"March 20, 2003",On the Map,NA,NA,HAMBURG,C M D I,"$25,000",Yes,NA,20
"March 21, 2003",Phrase,NA,NA,PIPING HOT,G P C I,"$25,000",Yes,NA,20
"March 24, 2003",Place,NA,NA,JUNKYARD,D C M I,Chevrolet Corvette convertible,No,NA,20
"March 25, 2003",Things,NA,NA,TWIGS,D G P I,"$30,000",Yes,NA,20
"March 26, 2003",Phrase,NA,NA,GIVE ME FIVE,B M P I,"$25,000",No,NA,20
"March 27, 2003",Things,NA,NA,FAVORS,B C D A,"$100,000",No,NA,20
"March 28, 2003",Phrase,NA,NA,HEAVY-DUTY,H D F I,Volkswagen New Beetle convertible,Yes,NA,20
"March 31, 2003",Phrase,NA,NA,POINT OF VIEW,F C M A,"$100,000",No,NA,20
"April 1, 2003",Phrase,NA,NA,SHOW ME HOW,H D M A,"$40,000",No,NA,20
"April 2, 2003",Living Thing,NA,NA,COUGAR,M D B I,"$25,000",No,NA,20
"April 3, 2003",Things,NA,NA,HIKING BOOTS,P C D I,Acura MDX,No,NA,20
"April 4, 2003",Things,NA,NA,HIGH PRICES,B P M A,"$25,000",No,NA,20
"April 7, 2003",On the Map,NA,NA,BANGKOK,P D C A,Dodge Intrepid,Yes,NA,20
"April 8, 2003",Phrase,NA,NA,LOOK SHARP,A K M C,"$25,000",Yes,NA,20
"April 9, 2003",Living Thing,NA,NA,FLYING FISH,K M H A,Dodge Intrepid,No,NA,20
"April 10, 2003",Event,NA,NA,VICTORY LAP,G D P O,"$25,000",Yes,NA,20
"April 11, 2003",Around the House,NA,NA,SCRAPBOOK,C P M A,"$25,000",Yes,NA,20
"April 14, 2003",On the Map,NA,NA,CAMBRIDGE,C M G I,Lincoln Navigator,Yes,NA,20
"April 15, 2003",People,NA,NA,GOLF BUDDIES,D P H O,"$25,000",No,NA,20
"April 16, 2003",Around the House,NA,NA,HUMIDIFIER,M P D O,"$25,000",No,NA,20
"April 17, 2003",Phrase,NA,NA,ALL CHOKED UP,D B C A,Lincoln Navigator,No,NA,20
"April 18, 2003",Thing,NA,NA,PAPRIKA,D H C A,"$25,000",No,NA,20
"April 21, 2003",Phrase,NA,NA,PLAYING A HUNCH,C H G A,"$25,000",Yes,NA,20
"April 22, 2003",Event,NA,NA,HAILING A TAXI,C D M I,Lincoln Town Car,No,NA,20
"April 23, 2003",Thing,NA,NA,COUGH SYRUP,P C M A,"$25,000",No,NA,20
"April 24, 2003",Occupation,NA,NA,JOCKEY,M H D O,"$100,000",Yes,NA,20
"April 25, 2003",Proper Name,NA,NA,KEVIN SPACEY,P M C I,Lincoln Town Car,Yes,NA,20
"April 28, 2003",Occupation,NA,NA,BIOGRAPHER,C D M I,"$25,000",No,NA,20
"April 29, 2003",Thing,NA,NA,HOT APPETIZER,C D H A,Mercury Grand Marquis,No,NA,20
"April 30, 2003",Around the House,NA,NA,MAHOGANY DESK,C H M A,"$100,000",No,NA,20
"May 1, 2003",Phrase,NA,NA,LIVING PROOF,G P M O,"$35,000",No,NA,20
"May 2, 2003",Living Things,NA,NA,GOLDEN POPPIES,H G P O,Lincoln Navigator,Yes,NA,20
"May 5, 2003",Person,NA,NA,CIVILIAN,P M B O,"$25,000",No,NA,20
"May 6, 2003",Place,NA,NA,PHARMACY,C P M A,Mercury Marauder,Yes,NA,20
"May 7, 2003",Thing,NA,NA,RIPE SQUASH,K Y C O,Mercury Grand Marquis,No,NA,20
"May 8, 2003",Thing,NA,NA,SHINY BUGLE,B D J O,Mercury Grand Marquis,No,NA,20
"May 9, 2003",Thing,NA,NA,RAINBOW,P D M I,"$35,000",No,NA,20
"May 12, 2003",Thing,NA,NA,CASHEW,B P M A,Lincoln Aviator,No,NA,20
"May 13, 2003",Things,NA,NA,BICEPS,C D H A,Mercury Marauder,No,NA,20
"May 14, 2003",Phrase,NA,NA,GO FIGURE,C H M A,"$25,000",No,NA,20
"May 15, 2003",Phrase,NA,NA,ENJOY THE SHOW,W H C O,"$25,000",No,NA,20
"May 16, 2003",Phrase,NA,NA,CAMERA SHY,M P H U,"$45,000",No,NA,20
"May 19, 2003",On the Map,NA,NA,WYOMING,D C K A,"$30,000",No,NA,20
"May 20, 2003",Phrase,NA,NA,LAUGH IT UP,B C V I,Mercury Mountaineer,No,NA,20
"May 21, 2003",Things,NA,NA,POWER WINDOWS,G W D O,"$100,000",Yes,NA,20
"May 22, 2003",Place,NA,NA,CABBAGE PATCH,D C M A,Lincoln LS,No,NA,20
"May 23, 2003",Thing,NA,NA,DOOR HINGE,D M C A,"$25,000",No,NA,20
"May 26, 2003",On the Map,NA,NA,OSHKOSH,D M P A,Audi A4 convertible,No,NA,20
"May 27, 2003",Thing,NA,NA,DASHBOARD,M C K A,"$30,000",No,NA,20
"May 28, 2003",Thing,NA,NA,TAFFY,C P M A,"$25,000",No,NA,20
"May 29, 2003",Things,NA,NA,FOOD CRAVINGS,D G M A,"$25,000",No,NA,20
"May 30, 2003",Phrase,NA,NA,I'M IN A FIX,M D P O,"$45,000",No,NA,20
"September 8, 2003",Things,NA,NA,HELPFUL HINTS,M D C I,Infiniti FX35,No,NA,21
"September 9, 2003",Person,NA,NA,CHATTERBOX,F C D I,Infiniti FX36,No,NA,21
"September 10, 2003",Phrase,NA,NA,PICK UP THE PACE,H M D O,"$25,000",No,NA,21
"September 11, 2003",Around the House,NA,NA,PIZZA PAN,B F G A,"$25,000",No,NA,21
"September 12, 2003",Phrase,NA,NA,LOOK BOTH WAYS,H D C A,Nissan 350Z,No,NA,21
"September 15, 2003",Things,NA,NA,PARTY FAVORS,C D P A,Nissan Murano,Yes,NA,21
"September 16, 2003",On the Map,NA,NA,TOKYO,C K D O,"$25,000",Yes,NA,21
"September 17, 2003",Occupation,NA,NA,COURT BAILIFF,C D P O,Volkswagen New Beetle,No,NA,21
"September 18, 2003",Phrase,NA,NA,BUYING IN BULK,D C H O,Nissan Murano,No,NA,21
"September 19, 2003",Phrase,NA,NA,I GOT PAID,H D F A,Nissan Murano,No,NA,21
"September 22, 2003",Phrase,NA,NA,A PASSING FANCY,G C P A,Honda S-2000,Yes,NA,21
"September 23, 2003",On the Map,NA,NA,ALBANY,G C P I,"$25,000",No,NA,21
"September 24, 2003",Phrase,NA,NA,I'M BUSY,B P M I,"$25,000",No,NA,21
"September 25, 2003",Phrase,NA,NA,QUICK AS A WINK,C D M I,Honda S-2000,No,NA,21
"September 26, 2003",Thing,NA,NA,PATIO AWNING,G D H O,Volvo XC90,No,NA,21
"September 29, 2003",Things,NA,NA,GIMMICKS,D M B A,"$25,000",No,NA,21
"September 30, 2003",Event,NA,NA,BARGAIN SHOPPING,G H M I,"$25,000",Yes,NA,21
"October 1, 2003",Phrase,NA,NA,BREAK THE BANK,H D M A,"$25,000",Yes,NA,21
"October 2, 2003",Phrase,NA,NA,IT'S PAYDAY,C M P A,Chrysler Pacifica,No,NA,21
"October 3, 2003",Around the House,NA,NA,HIDEAWAY BED,D C B O,"$25,000",Yes,NA,21
"October 6, 2003",Thing,NA,NA,YARDSTICK,P C D O,"$25,000",No,NA,21
"October 7, 2003",Event,NA,NA,CHOPPING WOOD,G P B I,"$25,000",No,NA,21
"October 8, 2003",Thing,NA,NA,GLOBE,C K P A,Cadillac CTS,No,NA,21
"October 9, 2003",Phrase,NA,NA,MAKE A CHOICE,A M D H,"$25,000",No,NA,21
"October 10, 2003",Around the House,NA,NA,BABY WIPES,C D M A,"$35,000",No,NA,21
"October 13, 2003",Phrase,NA,NA,IT'S UP TO YOU,H C M O,"$25,000",No,NA,21
"October 14, 2003",Thing,NA,NA,KICKSTAND,G C P A,"$35,000",No,NA,21
"October 15, 2003",Event,NA,NA,A GAME OF BINGO,C D G A,"$40,000",Yes,NA,21
"October 16, 2003",Things,NA,NA,CLIFFS,C P M I,"$40,000",Yes,NA,21
"October 17, 2003",Phrase,NA,NA,IT'S BAFFLING,G D P O,Ford Expedition,No,NA,21
"October 20, 2003",Event,NA,NA,PAYING BILLS,C P D I,"$45,000",Yes,NA,21
"October 21, 2003",Things,NA,NA,HICCUPS,M P F O,BMW X5,Yes,NA,21
"October 22, 2003",Thing,NA,NA,SCOURING PAD,D M G A,"$50,000",No,NA,21
"October 23, 2003",Person,NA,NA,BICYCLIST,M C D O,"$35,000",Yes,NA,21
"October 24, 2003",Thing,NA,NA,CLOUDY DAY,F P G O,"$25,000",No,NA,21
"October 27, 2003",Event,NA,NA,PLAYING A PRANK,P D G A,"$25,000",Yes,NA,21
"October 28, 2003",Phrase,NA,NA,HOPPING MAD,C B A M,"$30,000",No,NA,21
"October 29, 2003",Things,NA,NA,COBWEBS,P D C I,"$45,000",No,NA,21
"October 30, 2003",Thing,NA,NA,PITCHFORK,C M D A,"$25,000",No,NA,21
"October 31, 2003",Things,NA,NA,HOME MOVIES,C D M A,"$25,000",Yes,NA,21
"November 3, 2003",Event,NA,NA,BAKING A CAKE,M D C A,"$25,000",No,NA,21
"November 4, 2003",Phrase,NA,NA,DEAR DIARY,D M F A,Ford Expedition,Yes,NA,21
"November 5, 2003",Phrase,NA,NA,LOADS OF FUN,M B F A,Ford Expedition,Yes,NA,21
"November 6, 2003",Thing,NA,NA,CAB FARE,M D F A,Mercedes-Benz C230,No,NA,21
"November 7, 2003",Thing,NA,NA,CHILI SAUCE,M H D I,"$25,000",Yes,NA,21
"November 11, 2003",Things,NA,NA,GARBANZO BEANS,C F J A,"$25,000",No,NA,21
"November 12, 2003",Phrase,NA,NA,HIGH-AND-MIGHTY,D C M A,Pair of Ford Thunderbirds,No,NA,21
"November 13, 2003",Fictional Character,NA,NA,PAPA SMURF,P M D A,"$25,000",Yes,NA,21
"November 14, 2003",Phrase,NA,NA,PIECE OF MIND,D C H O,Pair of Lexus RX 330s,Yes,NA,21
"November 17, 2003",Thing,NA,NA,SCOREBOARD,P C B A,"$25,000",Yes,NA,21
"November 18, 2003",Phrase,NA,NA,GOING BY THE BOOK,G C H I,"$25,000",No,NA,21
"November 19, 2003",Phrase,NA,NA,AS I WAS SAYING,Y W G A,"$25,000",Yes,NA,21
"November 20, 2003",Things,NA,NA,LUGGAGE TAGS,C P M A,"$25,000",Yes,NA,21
"November 21, 2003",Around the House,NA,NA,SHOWER THONGS,M H P O,"$25,000",Yes,NA,21
"November 24, 2003",Around the House,NA,NA,PLAYPEN,C M H A,"$25,000",No,NA,21
"November 25, 2003",Thing,NA,NA,FLAGPOLE,D G P I,"$25,000",No,NA,21
"November 26, 2003",Phrase,NA,NA,COME WHAT MAY,C D M O,"$100,000",No,NA,21
"November 27, 2003",Place,NA,NA,BOAT DOCK,M C D A,Jeep Wrangler,No,NA,21
"November 28, 2003",Phrase,NA,NA,A WAY WITH WORDS,W H C I,"$25,000",No,NA,21
"December 1, 2003",Fictional Character,NA,NA,GOLDILOCKS,P H J A,"$25,000",No,NA,21
"December 2, 2003",Living Thing,NA,NA,FRISKY CAT,C P G I,"$25,000",No,NA,21
"December 3, 2003",Living Thing,NA,NA,THE FAMILY DOG,H P C O,"$25,000",Yes,NA,21
"December 4, 2003",Things,NA,NA,ADJECTIVES,H P C I,Honda S-2000,No,NA,21
"December 5, 2003",Person,NA,NA,PUBLIC SPEAKER,C D M A,"$35,000",Yes,NA,21
"December 8, 2003",Things,NA,NA,BREAD CRUMBS,P G C A,"$450,000",No,NA,21
"December 9, 2003",Phrase,NA,NA,HOW IRONIC,H B G A,Mercedes SLK,No,NA,21
"December 10, 2003",On the Map,NA,NA,KITTY HAWK,C M D I,Mercedes SLK,No,NA,21
"December 11, 2003",Phrase,NA,NA,EBB AND FLOW,D P F A,"$25,000",Yes,NA,21
"December 12, 2003",Phrase,NA,NA,FORGING AHEAD,C M D O,Mercedes SLK,No,NA,21
"December 15, 2003",Person,NA,NA,FOREIGN DIGNITARY,C D H O,"$25,000",No,NA,21
"December 16, 2003",Around the House,NA,NA,MIXING BOWL,G C M O,"$25,000",Yes,NA,21
"December 17, 2003",Event,NA,NA,SINGING OFF-KEY,C D P O,Audi A4,No,NA,21
"December 18, 2003",Place,NA,NA,ORANGE GROVE,C D M A,Nissan Pathfinder,No,NA,21
"December 19, 2003",Around the House,NA,NA,FROZEN FOOD,C D M A,Nissan Pathfinder,No,NA,21
"December 22, 2003",Thing,NA,NA,WINDOW DISPLAY,C D K A,Land Rover Freelander,No,NA,21
"December 23, 2003",Phrase,NA,NA,GOOD-HUMORED,D C P A,"$100,000",No,NA,21
"December 24, 2003",Thing,NA,NA,TOBOGGAN,C G W O,"$25,000",Yes,NA,21
"December 25, 2003",On the Map,NA,NA,ROANOKE,C D P A,"$40,000",No,NA,21
"December 26, 2003",Things,NA,NA,CANDIED YAMS,P H G I,Land Rover Freelander,No,NA,21
"December 29, 2003",Phrase,NA,NA,PAYING YOUR DUES,G P W O,"$25,000",Yes,NA,21
"December 30, 2003",Event,NA,NA,DRIVING TO WORK,Y G C I,"$35,000",No,NA,21
"December 31, 2003",Fictional Character,NA,NA,MAID MARIAN,B P M A,"$45,000",No,NA,21
"January 1, 2004",Phrase,NA,NA,KICK THE HABIT,H D C A,"$45,000",Yes,NA,21
"January 2, 2004",Proper Name,NA,NA,GOLDIE HAWN,C D I B,"$30,000",Yes,NA,21
"January 5, 2004",Thing,NA,NA,HIGHWAY SIGN,P C H O,"$45,000",Yes,NA,21
"January 6, 2004",Fictional Characters,NA,NA,BAMBI & THUMPER,C D M O,"$25,000",Yes,NA,21
"January 7, 2004",Thing,NA,NA,BOWLING PIN,G P M A,"$25,000",Yes,NA,21
"January 8, 2004",Around the House,NA,NA,BUG SPRAY,C D M A,"$25,000",Yes,NA,21
"January 9, 2004",Phrase,NA,NA,GO FOR BROKE,D P F O,Chevrolet Tahoe,No,NA,21
"January 12, 2004",Fictional Character,NA,NA,RAGGEDY ANDY,C P M O,"$25,000",No,NA,21
"January 13, 2004",Thing,NA,NA,GRACE PERIOD,G C D O,Volkswagen Passat,Yes,NA,21
"January 14, 2004",Phrase,NA,NA,UP FOR GRABS,G C D O,"$25,000",Yes,NA,21
"January 15, 2004",People,NA,NA,BOBSLED TEAM,M C D A,"$25,000",Yes,NA,21
"January 16, 2004",On the Map,NA,NA,NOVA SCOTIA,C H D A,"$25,000",Yes,NA,21
"January 19, 2004",On the Map,NA,NA,WAIKIKI BEACH,C G P I,"$25,000",No,NA,21
"January 20, 2004",Thing,NA,NA,PASSAGEWAY,M P K A,"$25,000",No,NA,21
"January 21, 2004",Thing,NA,NA,BOOKMARK,H C P O,Jeep Liberty,No,NA,21
"January 22, 2004",Classic TV,NA,NA,FONZIE,H M O C,"$25,000",Yes,NA,21
"January 23, 2004",Landmark,NA,NA,PIKES PEAK,M P C O,"$30,000",Yes,NA,21
"January 26, 2004",Phrase,NA,NA,MIX AND MATCH,C D M A,"$35,000",Yes,NA,21
"January 27, 2004",Phrase,NA,NA,MACHINE WASHABLE,C P M I,"$25,000",No,NA,21
"January 28, 2004",Phrase,NA,NA,BACK TO BASICS,C P M A,"$25,000",No,NA,21
"January 29, 2004",Thing,NA,NA,HARMONICA,M P C A,Chevrolet Trailblazer,No,NA,21
"January 30, 2004",Thing,NA,NA,AIR PURIFIER,C D M I,"$40,000",No,NA,21
"February 2, 2004",Thing,NA,NA,CUBBYHOLE,P D M O,"$40,000",No,NA,21
"February 3, 2004",Thing,NA,NA,PAPERWORK,C M P I,"$25,000",Yes,NA,21
"February 4, 2004",Living Things,NA,NA,FOXES,C D B O,"$25,000",Yes,NA,21
"February 5, 2004",People,NA,NA,ROWDY CROWD,M D P O,Chevrolet Corvette,Yes,NA,21
"February 6, 2004",Thing,NA,NA,A NEW JOB,G D C A,"$25,000",No,NA,21
"February 9, 2004",Thing,NA,NA,AN OCEAN VIEW,C P G A,"$100,000",No,NA,21
"February 10, 2004",Phrase,NA,NA,MAYBE SOMEDAY,C D M A,"$45,000",No,NA,21
"February 11, 2004",People,NA,NA,HUBBIES,M G C O,"$30,000",No,NA,21
"February 12, 2004",Person,NA,NA,AN OLD SOFTY,P D C O,"$35,000",Yes,NA,21
"February 13, 2004",Thing,NA,NA,A CLEAN SHAVE,C H V A,"$25,000",Yes,NA,21
"February 16, 2004",People,NA,NA,VIRGOS,C D M I,"$25,000",No,NA,21
"February 17, 2004",Thing,NA,NA,HIPBONE,C H M A,"$45,000",No,NA,21
"February 18, 2004",Event,NA,NA,DAYBREAK,K W D O,"$30,000",No,NA,21
"February 19, 2004",Phrase,NA,NA,MAKING HEADWAY,M G D I,"$25,000",No,NA,21
"February 20, 2004",Things,NA,NA,ROUGH ROADS,M G D A,"$25,000",Yes,NA,21
"February 23, 2004",Thing,NA,NA,CARGO SHIP,D M H A,"$25,000",No,NA,21
"February 24, 2004",Thing,NA,NA,HONEY,M C P O,Pair of Saturn Ions,No,NA,21
"February 25, 2004",Person,NA,NA,HOCKEY GOALIE,D C H A,"$25,000",Yes,NA,21
"February 26, 2004",Phrase,NA,NA,I GOOFED,C B H I,Pair of Saturn Ions,No,NA,21
"February 27, 2004",Thing,NA,NA,CHEWY CANDY,D B H A,Pair of Jeep Wranglers,No,NA,21
"March 1, 2004",Thing,NA,NA,A NIFTY IDEA,H C M O,"$45,000",No,NA,21
"March 2, 2004",Person,NA,NA,HIKER,P M W O,"$25,000",No,NA,21
"March 3, 2004",Things,NA,NA,HIGHWAYS,P F C A,Audi TT,No,NA,21
"March 4, 2004",Phrase,NA,NA,A GUTSY MOVE,D G P A,"$40,000",Yes,NA,21
"March 5, 2004",Place,NA,NA,BOROUGH,P M C A,"$40,000",No,NA,21
"March 8, 2004",Things,NA,NA,FUJI APPLES,C M D A,Winnebago,No,NA,21
"March 9, 2004",Person,NA,NA,A HEAVY HITTER,C D P A,"$30,000",No,NA,21
"March 10, 2004",Phrase,NA,NA,RICH IN FLAVOR,H C D O,"$25,000",Yes,NA,21
"March 11, 2004",Phrase,NA,NA,ALL PAID UP,P K D A,"$35,000",Yes,NA,21
"March 12, 2004",On the Menu,NA,NA,CHUNKY SOUP,C H G A,"$25,000",No,NA,21
"March 15, 2004",Event,NA,NA,A GROUP HUG,D M P A,"$25,000",No,NA,21
"March 16, 2004",Phrase,NA,NA,A SHOW OF HANDS,C M H A,"$25,000",Yes,NA,21
"March 17, 2004",Thing,NA,NA,GROCERY BAG,C P Y O,Chrysler PT Cruiser,Yes,NA,21
"March 18, 2004",Person,NA,NA,BANJO PLAYER,C P H A,"$50,000",No,NA,21
"March 19, 2004",Living Thing,NA,NA,JAGUAR,G C M O,"$25,000",Yes,NA,21
"March 22, 2004",Phrase,NA,NA,A WORK OF GENIUS,C D B A,"$25,000",No,NA,21
"March 23, 2004",Thing,NA,NA,VEHICLE,H D G A,"$40,000",No,NA,21
"March 24, 2004",Things,NA,NA,GUAVAS,G P D A,Buick Rendezvous,Yes,NA,21
"March 25, 2004",Phrase,NA,NA,SHAKE IT OFF,C D G A,"$100,000",No,NA,21
"March 26, 2004",Thing,NA,NA,WIND-UP TOY,P D K A,"$40,000",Yes,NA,21
"March 29, 2004",Thing,NA,NA,A GOOD VALUE,A C D M,"$50,000",No,NA,21
"March 30, 2004",Event,NA,NA,DAILY WORKOUT,D C B A,"$25,000",No,NA,21
"March 31, 2004",Living Thing,NA,NA,VIPER,B C D O,"$30,000",No,NA,21
"April 1, 2004",Event,NA,NA,JOB FAIR,H C M U,"$25,000",No,NA,21
"April 2, 2004",Event,NA,NA,SQUEAKING BY,P M G I,"$25,000",No,NA,21
"April 5, 2004",Fictional Character,NA,NA,MARY POPPINS,C M D I,"$25,000",No,NA,21
"April 6, 2004",Person,NA,NA,TROPHY MAKER,C B M A,"$35,000",No,NA,21
"April 7, 2004",Phrase,NA,NA,YOU HAVE TO FOCUS,H C G A,"$30,000",No,NA,21
"April 8, 2004",Event,NA,NA,GAME OF CROQUET,F M P O,Chevrolet Corvette,Yes,NA,21
"April 9, 2004",Things,NA,NA,MYTHS,B H M A,Mazda Miata,Yes,NA,21
"April 12, 2004",Title,NA,NA,VOGUE,C D P A,Mini Cooper,No,NA,21
"April 13, 2004",Phrase,NA,NA,BUYING POWER,G D H A,Mini Cooper,No,NA,21
"April 14, 2004",Thing,NA,NA,HANDBOOK,F P M I,Mini Cooper,No,NA,21
"April 15, 2004",Place,NA,NA,JURY BOX,P D G I,"$30,000",No,NA,21
"April 16, 2004",Thing,NA,NA,A GOOD LAUGH,M F K A,Volkswagen Touareg,No,NA,21
"April 19, 2004",Phrase,NA,NA,COMFY AND COZY,D P Y A,BMW Z4,No,NA,21
"April 20, 2004",Thing,NA,NA,FIBER,M P G I,BMW Z4,No,NA,21
"April 21, 2004",Thing,NA,NA,BRONZE BUST,B F M O,"$25,000",Yes,NA,21
"April 22, 2004",Phrase,NA,NA,PRY IT OPEN,C M G A,"$25,000",No,NA,21
"April 23, 2004",On the Map,NA,NA,GLASGOW,D C B A,"$25,000",No,NA,21
"April 26, 2004",Phrase,NA,NA,A FRIENDLY WAGER,C M P A,"$25,000",No,NA,21
"April 27, 2004",Event,NA,NA,A BAD HAIR DAY,D G P A,"$30,000",Yes,NA,21
"April 28, 2004",Phrase,NA,NA,PROOF POSITIVE,F P G O,"$25,000",No,NA,21
"April 29, 2004",On the Map,NA,NA,BULGARIA,P C D A,Toyota Spyder,Yes,NA,21
"April 30, 2004",Phrase,NA,NA,STAYING POWER,D P Y O,"$25,000",Yes,NA,21
"May 3, 2004",Phrase,NA,NA,JOG MY MEMORY,H M C I,"$25,000",Yes,NA,21
"May 4, 2004",Classic TV,NA,NA,MORK FROM ORK,C M G A,Pair of Mazda RX8s,Yes,NA,21
"May 5, 2004",Phrase,NA,NA,I'M PROUD OF YOU,M D F O,"$25,000",Yes,NA,21
"May 6, 2004",Around the House,NA,NA,CHAFING DISH,G M D I,Pair of Toyota 4Runners,No,NA,21
"May 7, 2004",Thing,NA,NA,A HAPPY FACE,C D M A,"$25,000",No,NA,21
"May 10, 2004",Thing,NA,NA,OFFICE GOSSIP,K M C A,"$25,000",No,NA,21
"May 11, 2004",Phrase,NA,NA,A MIGHTY GOOD TIME,M D C A,"$30,000",No,NA,21
"May 12, 2004",Phrase,NA,NA,I'M WIPED OUT,D G C U,"$25,000",No,NA,21
"May 13, 2004",Living Thing,NA,NA,BABOON,P C F O,Saab convertible,Yes,NA,21
"May 14, 2004",Thing,NA,NA,VOCABULARY,D M H I,"$25,000",No,NA,21
"May 17, 2004",Living Thing,NA,NA,WILD BOAR,D B M I,Nissan 350Z,Yes,NA,21
"May 18, 2004",Phrase,NA,NA,MY GIFT TO YOU,O P D H,Nissan 350Z,Yes,NA,21
"May 19, 2004",Thing,NA,NA,DIALOGUE,D C P O,"$25,000",Yes,NA,21
"May 20, 2004",Thing,NA,NA,PAJAMA TOP,D G M O,"$40,000",No,NA,21
"May 21, 2004",Thing,NA,NA,A FIRM GRASP,M D H I,"$40,000",No,NA,21
